id,doi,openalex_url,title,publication_date,publication_year,volume,issue,type,source,source_orginization,source_type,citation_count,reference_count,keywords
W4391931465,https://doi.org/10.1007/s10462-023-10679-x,https://openalex.org/W4391931465,Deepfakes: current and future trends,2024-02-19,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,68,Deep Learning
W4391815309,https://doi.org/10.1007/s10462-023-10699-7,https://openalex.org/W4391815309,Deep learning for cancer cell detection: do we need dedicated models?,2024-02-14,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,38,"Deep Learning, Cancer Imaging, Computer-Aided Detection"
W4392160106,https://doi.org/10.1007/s10462-024-10711-8,https://openalex.org/W4392160106,Mitigating the curse of dimensionality using feature projection techniques on electroencephalography datasets: an empirical review,2024-02-26,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,6,44,"Deep Learning for EEG, EEG Analysis, Epilepsy Detection, Feature (linguistics), Empirical research"
W4391774550,https://doi.org/10.1007/s10462-023-10690-2,https://openalex.org/W4391774550,Role of machine learning and deep learning techniques in EEG-based BCI emotion recognition system: a review,2024-02-13,2024,57,3,review,Artificial Intelligence Review,Springer Science+Business Media,journal,8,217,"Emotion Recognition, Affective Computing, Speech Emotion, Deep Learning for EEG, Physiological Signals"
W4392048306,https://doi.org/10.1007/s10462-023-10657-3,https://openalex.org/W4392048306,Categorization and correlational analysis of quality factors influencing citation,2024-02-22,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,135,"Impact factor, Research Evaluation"
W4391953812,https://doi.org/10.1007/s10462-024-10703-8,https://openalex.org/W4391953812,Fashion intelligence in the Metaverse: promise and future prospects,2024-02-20,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,142,"Metaverse, Fashion, Possible world"
W4391942283,https://doi.org/10.1007/s10462-023-10681-3,https://openalex.org/W4391942283,Deep learning for survival analysis: a review,2024-02-19,2024,57,3,review,Artificial Intelligence Review,Springer Science+Business Media,journal,34,114,"Temporal Data Analysis, Robust Learning, Deep Learning, Transfer Learning, Meta-Learning, Table (database)"
W4391749941,https://doi.org/10.1007/s10462-023-10635-9,https://openalex.org/W4391749941,Deep learning for thyroid nodule examination: a technical review,2024-02-12,2024,57,3,review,Artificial Intelligence Review,Springer Science+Business Media,journal,2,62,"Nodule (geology), Thyroid Nodules, Cancer Imaging, Medical Image Analysis, Texture Analysis, Deep Learning"
W4391843091,https://doi.org/10.1007/s10462-023-10658-2,https://openalex.org/W4391843091,Improved honey badger algorithm based on elementary function density factors and mathematical spirals in polar coordinate systema,2024-02-15,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,40,"Particle Swarm Optimization, Nature-Inspired Algorithms, Constraint Handling"
W4391782448,https://doi.org/10.1007/s10462-023-10669-z,https://openalex.org/W4391782448,A review on graph neural networks for predicting synergistic drug combinations,2024-02-13,2024,57,3,review,Artificial Intelligence Review,Springer Science+Business Media,journal,2,102,"Network Pharmacology, Polypharmacology, Drug Target Identification, Gene Set Enrichment Analysis"
W4391836500,https://doi.org/10.1007/s10462-023-10688-w,https://openalex.org/W4391836500,Milestones in speaker recognition,2024-02-15,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,82,"Speaker Verification, Audio-Visual Speech Recognition, Speaker Diarization, Automatic Speech Recognition, End-to-End Speech Recognition"
W4392109529,https://doi.org/10.1007/s10462-023-10689-9,https://openalex.org/W4392109529,An efficient starling murmuration-based secure web service model for smart city application using DBN,2024-02-23,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,31,"Intrusion Detection, Botnet Detection, Named Data Networking, Network Architecture, Caching"
W4392058616,https://doi.org/10.1007/s10462-023-10682-2,https://openalex.org/W4392058616,A novel generalized similarity measure under intuitionistic fuzzy environment and its applications to criminal investigation,2024-02-22,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,52,"Similarity measure, Intuitionistic Fuzzy Sets, Similarity (geometry), Fuzzy Sets, Fuzzy Rough Sets, Fuzzy measure theory"
W4391965926,https://doi.org/10.1007/s10462-023-10692-0,https://openalex.org/W4391965926,Unlabeled learning algorithms and operations: overview and future trends in defense sector,2024-02-20,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,84,"Positive and Unlabeled Data, Semi-Supervised Learning, Meta-Learning, Automated Machine Learning, DECIPHER"
W4391988777,https://doi.org/10.1007/s10462-023-10700-3,https://openalex.org/W4391988777,Feature selection of microarray data using multidimensional graph neural network and supernode hierarchical clustering,2024-02-19,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,67,"Feature Selection, Microarray, Clustering, Spectral Clustering"
W4391750982,https://doi.org/10.1007/s10462-023-10680-4,https://openalex.org/W4391750982,Elk herd optimizer: a novel nature-inspired metaheuristic algorithm,2024-02-12,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,15,96,"Nature-Inspired Algorithms, Particle Swarm Optimization, Ant Colony Optimization, Parallel metaheuristic, Optimization algorithm"
W4392098390,https://doi.org/10.1007/s10462-023-10694-y,https://openalex.org/W4392098390,Understanding upper-limb movements via neurocomputational models of the sensorimotor system and neurorobotics: where we stand,2024-02-23,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,146,"Sensorimotor Learning, Cortical Control, Neural Circuits, Brain-Computer Interfaces, Neural Mechanisms"
W4392014548,https://doi.org/10.1007/s10462-023-10691-1,https://openalex.org/W4392014548,Artificial intelligent Global Online Learning (GOL) theory by generalized n-ary fuzzy relation,2024-02-21,2024,57,3,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,34,"Fuzzy Logic, Adaptive Learning, Intelligent Tutoring Systems, Binary relation, Hypergraph"
W4393115804,https://doi.org/10.1007/s10462-024-10743-0,https://openalex.org/W4393115804,"Review on PID, fuzzy and hybrid fuzzy PID controllers for controlling non-linear dynamic behaviour of chemical plants",2024-03-23,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,58,"Fuzzy Control, Programmable Logic Controllers, Industrial Control"
W4392817605,https://doi.org/10.1007/s10462-024-10717-2,https://openalex.org/W4392817605,Emb-trattunet: a novel edge loss function and transformer-CNN architecture for multi-classes pneumonia infection segmentation in low annotation regimes,2024-03-14,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,60,"Pneumonia Detection, Transfer Learning, Feature Extraction, Medical Image Analysis, Ground truth"
W4393354793,https://doi.org/10.1007/s10462-024-10732-3,https://openalex.org/W4393354793,On the computational complexity of ethics: moral tractability for minds and machines,2024-03-31,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,301,""
W4393232293,https://doi.org/10.1007/s10462-024-10735-0,https://openalex.org/W4393232293,Exploring the integration of artificial intelligence (AI) and augmented reality (AR) in maritime medicine,2024-03-27,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,49,""
W4392385305,https://doi.org/10.1007/s10462-023-10685-z,https://openalex.org/W4392385305,Multi-level textual-visual alignment and fusion network for multimodal aspect-based sentiment analysis,2024-03-01,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,47,"Modalities, Aspect-based Sentiment Analysis, Benchmark (surveying), Conceptual Blending, Emotion Recognition, Sentiment analysis"
W4392401953,https://doi.org/10.1007/s10462-024-10724-3,https://openalex.org/W4392401953,Resampling strategies for imbalanced regression: a survey and empirical analysis,2024-03-04,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,43,"Resampling, Imbalanced Data"
W4393385749,https://doi.org/10.1007/s10462-023-10643-9,https://openalex.org/W4393385749,A comprehensive bibliometric and content analysis of artificial intelligence in language learning: tracing between the years 2017 and 2023,2024-04-01,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,75,"Tracing, Content (measure theory)"
W4392298624,https://doi.org/10.1007/s10462-024-10710-9,https://openalex.org/W4392298624,Topological deep learning: a review of an emerging paradigm,2024-02-29,2024,57,4,review,Artificial Intelligence Review,Springer Science+Business Media,journal,4,70,"Deep Learning, Shape Analysis, Statistical Topology, Topological Methods, Phenotypic Profiling"
W4392545523,https://doi.org/10.1007/s10462-024-10713-6,https://openalex.org/W4392545523,3D point cloud-based place recognition: a survey,2024-03-07,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,160,"3D Mapping, Localization"
W4392755978,https://doi.org/10.1007/s10462-024-10720-7,https://openalex.org/W4392755978,Unraveling the mysteries of AI chatbots,2024-03-13,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,22,"Chatbots, Chatbot"
W4393311190,https://doi.org/10.1007/s10462-023-10655-5,https://openalex.org/W4393311190,Anomalous citations detection in academic networks,2024-03-29,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,58,""
W4393281585,https://doi.org/10.1007/s10462-023-10663-5,https://openalex.org/W4393281585,Consumer-side fairness in recommender systems: a systematic survey of methods and evaluation,2024-03-29,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,91,""
W4392865184,https://doi.org/10.1007/s10462-024-10712-7,https://openalex.org/W4392865184,Artificial intelligence and multimodal data fusion for smart healthcare: topic modeling and bibliometrics,2024-03-15,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,100,"Topic Modeling, Content Analysis, Artificial Intelligences, Scarcity"
W4392862067,https://doi.org/10.1007/s10462-023-10695-x,https://openalex.org/W4392862067,$$\chi$$-linguistic sets and its application for the linguistic multi-attribute group decision making,2024-03-15,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,50,"Group Decision Making, Probabilistic Rough Sets, Intuitionistic Fuzzy Sets, Decision Analysis, Feature Selection, Linguistic performance, Linguistic description"
W4393343355,https://doi.org/10.1007/s10462-024-10742-1,https://openalex.org/W4393343355,"Video shot-boundary detection: issues, challenges and solutions",2024-03-30,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,166,"Shot Boundary Detection, Video Summarization, Interest Point Detectors, Feature (linguistics)"
W4392954469,https://doi.org/10.1007/s10462-024-10722-5,https://openalex.org/W4392954469,Boosting deep neural networks with geometrical prior knowledge: a survey,2024-03-19,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,49,"Boosting (machine learning), Deep neural networks, Neural Network Architectures, Deep Learning, Edge Detection, Feature Matching, Computer Vision"
W4392624827,https://doi.org/10.1007/s10462-024-10718-1,https://openalex.org/W4392624827,A lexicographic optimisation approach to promote more recent features on longitudinal decision-tree-based classifiers: applications to the English Longitudinal Study of Ageing,2024-03-09,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,33,"Lexicographical order, Feature Selection, Temporal Data Mining, Logistic Regression, Decision Trees, Tree (set theory)"
W4393509883,https://doi.org/10.1007/s10462-024-10733-2,https://openalex.org/W4393509883,A three-way decision method on multi-scale single-valued neutrosophic decision systems,2024-04-02,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,42,Decision system
W4392953330,https://doi.org/10.1007/s10462-024-10737-y,https://openalex.org/W4392953330,An ideal plastic waste management system based on an enhanced MCDM technique,2024-03-19,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,63,"Intuitionistic Fuzzy Sets, Fuzzy Sets, Plastic waste"
W4392620581,https://doi.org/10.1007/s10462-024-10707-4,https://openalex.org/W4392620581,New formulation for predicting total dissolved gas supersaturation in dam reservoir: application of hybrid artificial intelligence models based on multiple signal decomposition,2024-03-09,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,69,"Dam Behaviour Modelling, Reservoir Simulation, Production Forecasting, Perceptron, Multilayer perceptron"
W4393397186,https://doi.org/10.1007/s10462-024-10739-w,https://openalex.org/W4393397186,Multi-robot social-aware cooperative planning in pedestrian environments using attention-based actor-critic,2024-04-02,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,35,""
W4392656047,https://doi.org/10.1007/s10462-024-10714-5,https://openalex.org/W4392656047,From understanding diseases to drug design: can artificial intelligence bridge the gap?,2024-03-11,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,8,142,"Expediting, Identification (biology), Adaptive Expertise, Boosting (machine learning)"
W4392683354,https://doi.org/10.1007/s10462-024-10719-0,https://openalex.org/W4392683354,A chaotic based image encryption scheme using elliptic curve cryptography and genetic algorithm,2024-03-12,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,50,"Color Image Encryption, Image Encryption, Image Authentication, Chaotic Maps, Optical Encryption"
W4392355236,https://doi.org/10.1007/s10462-023-10676-0,https://openalex.org/W4392355236,Spline magnitude disparity cross correlated deep network for gait recognition,2024-03-01,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,29,"Gait Recognition, Cross-View Recognition, Spline (mechanical), Skeleton-Based Recognition, Outlier Detection, Action Recognition"
W4393316745,https://doi.org/10.1007/s10462-024-10731-4,https://openalex.org/W4393316745,Machine learning heralding a new development phase in molecular dynamics simulations,2024-03-29,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,9,114,Dynamics (music)
W4393387322,https://doi.org/10.1007/s10462-024-10704-7,https://openalex.org/W4393387322,Artificial intelligence strategies for simulating the integrated energy systems,2024-04-01,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,78,""
W4393115925,https://doi.org/10.1007/s10462-024-10721-6,https://openalex.org/W4393115925,A review of convolutional neural networks in computer vision,2024-03-23,2024,57,4,review,Artificial Intelligence Review,Springer Science+Business Media,journal,39,67,"Computer Vision, Neural Network Architectures, Object Detection, Image Recognition, Foreground Segmentation"
W4392356648,https://doi.org/10.1007/s10462-023-10652-8,https://openalex.org/W4392356648,Cost-sensitive learning for imbalanced medical data: a review,2024-03-01,2024,57,4,review,Artificial Intelligence Review,Springer Science+Business Media,journal,10,161,"Cost-Sensitive Learning, Imbalanced Data, Clinical Coding, Logistic Regression"
W4394788526,https://doi.org/10.1007/s10462-024-10706-5,https://openalex.org/W4394788526,Reinforcement learning applications in environmental sustainability: a review,2024-03-12,2024,57,4,review,Artificial Intelligence Review,Springer Science+Business Media,journal,3,84,"Reinforcement Learning, Sustainability science"
W4392896772,https://doi.org/10.1007/s10462-023-10698-8,https://openalex.org/W4392896772,A review of predictive uncertainty estimation with machine learning,2024-03-18,2024,57,4,review,Artificial Intelligence Review,Springer Science+Business Media,journal,7,429,"Boosting (machine learning), Probabilistic Models"
W4392238943,https://doi.org/10.1007/s10462-024-10708-3,https://openalex.org/W4392238943,"Environmental, social, and governance (ESG) and artificial intelligence in finance: State-of-the-art and research takeaways",2024-02-28,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,8,289,Financial Innovation
W4393115836,https://doi.org/10.1007/s10462-024-10723-4,https://openalex.org/W4393115836,Black-winged kite algorithm: a nature-inspired meta-heuristic for solving benchmark functions and engineering problems,2024-03-23,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,30,84,"Kite, Benchmark (surveying), Meta heuristic, Nature-Inspired Algorithms"
W4392925654,https://doi.org/10.1007/s10462-023-10697-9,https://openalex.org/W4392925654,Deep reinforcement learning based on balanced stratified prioritized experience replay for customer credit scoring in peer-to-peer lending,2024-03-18,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,54,"Benchmark (surveying), Credit Scoring, Peer-to-Peer Lending, Cost-Sensitive Learning, Precision-Recall"
W4392387106,https://doi.org/10.1007/s10462-024-10709-2,https://openalex.org/W4392387106,An evidential linguistic ELECTRE method for selection of emergency shelter sites,2024-03-01,2024,57,4,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,61,"ELECTRE, Group Decision Making, Environmental Decision Making"
W4394797690,https://doi.org/10.1007/s10462-024-10752-z,https://openalex.org/W4394797690,Multi-objective coyote optimization algorithm based on hybrid elite framework and Meta-Lamarckian learning strategy for optimal power flow problem,2024-04-15,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,55,"Operator (biology), Optimal Power Flow, Optimization, Stochastic Optimization"
W4394822791,https://doi.org/10.1007/s10462-024-10749-8,https://openalex.org/W4394822791,A stable mapping of nmODE,2024-04-15,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,11,"Soundness, Robustness, Resilience (materials science), Adversarial Examples"
W4394804833,https://doi.org/10.1007/s10462-024-10748-9,https://openalex.org/W4394804833,Artificial intelligence and edge computing for machine maintenance-review,2024-04-15,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,121,"Edge device, Data pre-processing, Automated Inspection"
W4395070930,https://doi.org/10.1007/s10462-024-10747-w,https://openalex.org/W4395070930,A review of nature-inspired algorithms on single-objective optimization problems from 2019 to 2023,2024-04-24,2024,57,5,review,Artificial Intelligence Review,Springer Science+Business Media,journal,2,109,"Nature-Inspired Algorithms, Multi-Objective Optimization, Global Optimization, Optimization algorithm, Optimization Applications"
W4394810480,https://doi.org/10.1007/s10462-024-10727-0,https://openalex.org/W4394810480,Using machine learning to predict artistic styles: an analysis of trends and the research agenda,2024-04-15,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,53,"Artistic Preference, Visual Arts"
W4393928775,https://doi.org/10.1007/s10462-024-10740-3,https://openalex.org/W4393928775,Applying the ethics of AI: a systematic review of tools for developing and assessing AI-based systems,2024-04-04,2024,57,5,review,Artificial Intelligence Review,Springer Science+Business Media,journal,6,79,""
W4395046137,https://doi.org/10.1007/s10462-024-10729-y,https://openalex.org/W4395046137,Secretary bird optimization algorithm: a new metaheuristic for solving global optimization problems,2024-04-23,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,99,"Benchmark (surveying), Pace, Nature-Inspired Algorithms"
W4395462076,https://doi.org/10.1007/s10462-024-10768-5,https://openalex.org/W4395462076,Revolutionizing personalized medicine with generative AI: a systematic review,2024-04-25,2024,57,5,review,Artificial Intelligence Review,Springer Science+Business Media,journal,8,56,"Personalized medicine, Precision Medicine, Generative adversarial network"
W4396238295,https://doi.org/10.1007/s10462-024-10774-7,https://openalex.org/W4396238295,Survey: federated learning data security and privacy-preserving in edge-Internet of Things,2024-04-29,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,98,"Federated Learning, Homomorphic encryption, Differential privacy, Secure Computation, Privacy-Preserving Computation, Secure Multi-party Computation, Data security"
W4395047770,https://doi.org/10.1007/s10462-024-10756-9,https://openalex.org/W4395047770,Deep reinforcement learning-based methods for resource scheduling in cloud computing: a review and future directions,2024-04-23,2024,57,5,review,Artificial Intelligence Review,Springer Science+Business Media,journal,5,156,"Heuristics, Deep Learning, Edge Computing, Resource Management, Cloud Computing"
W4395702599,https://doi.org/10.1007/s10462-024-10754-x,https://openalex.org/W4395702599,Position adaptive residual block and knowledge complement strategy for point cloud analysis,2024-04-27,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,36,"Complement (music), Point Clouds, Point Set Surfaces, Position (finance)"
W4393987991,https://doi.org/10.1007/s10462-024-10728-z,https://openalex.org/W4393987991,Development and trending of deep learning methods for wind power predictions,2024-04-05,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,220,""
W4396585666,https://doi.org/10.1007/s10462-024-10770-x,https://openalex.org/W4396585666,Diabetic retinopathy detection using supervised and unsupervised deep learning: a review study,2024-05-02,2024,57,5,review,Artificial Intelligence Review,Springer Science+Business Media,journal,1,156,"Diabetic Retinopathy, Deep Learning, Automated Diagnosis, Image Analysis, Medical Image Analysis"
W4393983860,https://doi.org/10.1007/s10462-024-10736-z,https://openalex.org/W4393983860,A comprehensive review of artificial intelligence models for screening major retinal diseases,2024-04-05,2024,57,5,review,Artificial Intelligence Review,Springer Science+Business Media,journal,2,379,""
W4395115917,https://doi.org/10.1007/s10462-024-10738-x,https://openalex.org/W4395115917,Modified crayfish optimization algorithm for solving multiple engineering application problems,2024-04-24,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,15,83,"Optimization Applications, Multi-Objective Optimization, Global Optimization, Particle Swarm Optimization, Nature-Inspired Algorithms, Optimization algorithm"
W4394760969,https://doi.org/10.1007/s10462-024-10745-y,https://openalex.org/W4394760969,"Survey of automatic plankton image recognition: challenges, existing solutions and future perspectives",2024-04-12,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,300,Fish Behavior Analysis
W4394927283,https://doi.org/10.1007/s10462-024-10726-1,https://openalex.org/W4394927283,"Automated machine learning: past, present and future",2024-04-18,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,4,197,"Hyperparameter, Automated Machine Learning, Active Learning, Hyperparameter Optimization"
W4394785854,https://doi.org/10.1007/s10462-024-10725-2,https://openalex.org/W4394785854,A new semi-local centrality for identifying influential nodes based on local average shortest path with extended neighborhood,2024-04-13,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,44,"Influence Maximization, Social Influence, Centrality Measures, Small-World Networks, Average path length"
W4396578638,https://doi.org/10.1007/s10462-024-10776-5,https://openalex.org/W4396578638,Research trends in deep learning and machine learning for cloud computing security,2024-05-02,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,119,"Deep Learning, Cloud Computing, Machine Learning, Intrusion Detection, IoT Security"
W4394724000,https://doi.org/10.1007/s10462-024-10744-z,https://openalex.org/W4394724000,"Business chatbots with deep learning technologies: state-of-the-art, taxonomies, and future research directions",2024-04-11,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,131,""
W4394784587,https://doi.org/10.1007/s10462-024-10715-4,https://openalex.org/W4394784587,Lob-based deep learning models for stock price trend prediction: a benchmark study,2024-04-13,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,62,"Robustness (evolution), Load Forecasting, Deep Learning, Stock Market Prediction, Benchmark (surveying), Short-Term Forecasting, Asset Pricing, Data pre-processing"
W4395074139,https://doi.org/10.1007/s10462-024-10758-7,https://openalex.org/W4395074139,UAV control in autonomous object-goal navigation: a systematic literature review,2024-04-24,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,82,"Robot Navigation, Optimal Motion Planning"
W4394879135,https://doi.org/10.1007/s10462-024-10751-0,https://openalex.org/W4394879135,Sustainability performance assessment of freight transportation modes using an integrated decision-making framework based on m-generalized q-neutrosophic sets,2024-04-17,2024,57,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,125,"Restructuring, Delphi method, Environmental Decision Making, Sustainable transport, Delphi"
W4398762581,https://doi.org/10.1007/s10462-024-10785-4,https://openalex.org/W4398762581,The methods for improving large-scale multi-view clustering efficiency: a survey,2024-05-24,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,99,"Multimodal Indexing, Multiple Object Tracking, Cross-Modal Retrieval, Feature Matching, Foreground Segmentation"
W4396955095,https://doi.org/10.1007/s10462-024-10757-8,https://openalex.org/W4396955095,Novel picture fuzzy power partitioned Hamy mean operators with Dempster-Shafer theory and their applications in MCDM,2024-05-16,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,56,"Dempster–Shafer theory, Fuzzy Differential Equations, MCDM Methods, Random Fuzzy Variables, Intuitionistic Fuzzy Sets, Interval-Valued Fuzzy Sets"
W4396965959,https://doi.org/10.1007/s10462-024-10780-9,https://openalex.org/W4396965959,Exploring the impact of SEO-based ranking factors for voice queries through machine learning,2024-05-16,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,17,"Content-Based Recommendation, Speaker Verification, Automatic Speech Recognition, End-to-End Speech Recognition, Web Mining"
W4398144766,https://doi.org/10.1007/s10462-024-10772-9,https://openalex.org/W4398144766,Development of Z number-based fuzzy inference system to predict bearing capacity of circular foundations,2024-05-20,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,64,"Fuzzy inference system, Bearing Capacity, Centrifuge Modeling"
W4396779723,https://doi.org/10.1007/s10462-024-10761-y,https://openalex.org/W4396779723,Fermatean fuzzy sets and its extensions: a systematic literature review,2024-05-09,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,182,"Intuitionistic Fuzzy Sets, Fuzzy Sets, Fuzzy Logic, Mathematical Fuzzy Logic, Thematic map, Fuzzy Rough Sets, Thematic analysis"
W4396623743,https://doi.org/10.1007/s10462-024-10716-3,https://openalex.org/W4396623743,Red-billed blue magpie optimizer: a novel metaheuristic algorithm for 2D/3D UAV path planning and engineering design problems,2024-05-03,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,8,95,"Robustness (evolution), Swarm intelligence, Trajectory Optimization, Optimal Motion Planning, Real-Time Planning, Particle Swarm Optimization, Constraint Handling"
W4399138486,https://doi.org/10.1007/s10462-024-10810-6,https://openalex.org/W4399138486,Deepfake video detection: challenges and opportunities,2024-05-29,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,8,91,"Image Forgery Detection, Resampling Detection, Image Authentication, Camera Model Identification, Digital Forensics"
W4399033842,https://doi.org/10.1007/s10462-024-10801-7,https://openalex.org/W4399033842,Reliable multiplex semi-local random walk based on influential nodes to improve link prediction in complex networks,2024-05-27,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,53,"Link (geometry), Multiplex, Semi-Supervised Learning, Influence Maximization, Network Embedding, Representation Learning, Social Influence"
W4399073357,https://doi.org/10.1007/s10462-024-10778-3,https://openalex.org/W4399073357,Survey of machine learning techniques for Arabic fake news detection,2024-05-28,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,1,51,"Fake news, Spam Detection, Rumor Detection, Bot Detection, Text Mining, Machine Learning"
W4399033024,https://doi.org/10.1007/s10462-024-10781-8,https://openalex.org/W4399033024,Comprehensive analysis of digital twins in smart cities: a 4200-paper bibliometric study,2024-05-27,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,180,"Digital Twin, Smart Cities"
W4399293963,https://doi.org/10.1007/s10462-024-10782-7,https://openalex.org/W4399293963,An integrated group decision-making framework for assessing S3PRLPs based on MULTIMOORA-WASPAS with q-rung orthopair fuzzy information,2024-06-03,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,85,"Group Decision Making, Fuzzy Rule-Based Systems, Neuro-Fuzzy Methods, Fuzzy Logic Systems, Decision Analysis"
W4399139300,https://doi.org/10.1007/s10462-024-10787-2,https://openalex.org/W4399139300,An efficient full-size convolutional computing method based on memristor crossbar,2024-05-29,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,47,"Memristor, Brain-inspired Computing, Neuromorphic Computing, Non-Volatile Memory, Photonic Reservoir Computing"
W4396873218,https://doi.org/10.1007/s10462-024-10746-x,https://openalex.org/W4396873218,New discrete-time zeroing neural network for solving time-dependent linear equation with boundary constraint,2024-05-13,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,41,"Nonlinear Systems, Deep Learning, Partial Differential Equations, Model Reduction, Numerical Computing"
W4398167322,https://doi.org/10.1007/s10462-024-10760-z,https://openalex.org/W4398167322,Speech emotion recognition systems and their security aspects,2024-05-21,2024,57,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,0,59,"Speech Emotion, Emotion Recognition, End-to-End Speech Recognition, Speech Enhancement, Audio-Visual Speech Recognition"
