work_id,keywords
W4313388587,"Deep Learning, High-Dimensional Data, Outlier Detection, Video Analysis, Novelty Detection"
W4313421060,"Particle Swarm Optimization, Optimization, Intrusion Detection, Premature convergence, Benchmark (surveying)"
W4313597114,"Extraction, Identification (biology), Textual Data, Language Modeling, Neural Machine Translation, Word Representation, Narrative network, Representation (politics), Computational linguistics"
W4313625318,"Kurtosis, Portfolio Optimization, Uncertain Data, Robust Optimization, Optimization, Uncertainty Theory"
W4313642897,"Ideal solution, TOPSIS, Similarity (geometry), Similarity measure"
W4313644131,"Representation (politics), Log Analysis"
W4313648835,"Aspect-based Sentiment Analysis, Sentiment Analysis, Emotion Recognition"
W4313650011,"Power System Stability, Optimization"
W4315490060,"Group Decision Making, Modularity (biology), Environmental Decision Making, Hierarchical clustering, Social network analysis"
W4316036513,"Multimodal Biometrics, Biometric Recognition, Facial Landmark Detection, Forensic Biometrics, Deep Learning, Iris recognition, Signature recognition"
W4316810864,"Visual Question Answering, Visual Recognition, Image Captioning, Object Recognition, Feature (linguistics), Representation Learning, Benchmark (surveying), Pooling"
W4316814312,"Gradient boosting, Overfitting, Load Forecasting, Short-Term Forecasting, Electricity Price Forecasting, Boosting (machine learning)"
W4317042600,"Intrusion Detection, Security management"
W4317207462,"Interpretability, Constraint Logic Programming, Deliberation, Planning Systems, Temporal Logic, Probabilistic Plan Recognition, Case-Based Reasoning"
W4317207836,"Gait Recognition, Deep Learning, Silhouette Analysis, Cross-View Recognition, Skeleton-Based Recognition, Identification (biology)"
W4317208968,"Group Decision Making, Generality, Power function"
W4317565738,"Benchmark (surveying), Particle Swarm Optimization, Nature-Inspired Algorithms, Constraint Handling, Maze Solving, Slime mold, Differential evolution"
W4317790698,"Chemometrics, Chemometric Tools, Transformative learning"
W4317904349,"Expression (computer science), Tern, Normalization (sociology), Language Modeling, Semantic Processing, Regular expression"
W4318200376,"Interpretability, Working Memory"
W4318219004,Cervical Fusion
W4318340592,"3D Reconstruction, Viewpoints, 3D Mapping, Scene Reconstruction, Texture Mapping, Shape Representation, Scope (computer science), 3D modeling"
W4318475704,"Synthetic data, High-Dimensional Data"
W4318481158,"Path Planning, Optimal Motion Planning, Real-Time Planning, Ball (mathematics)"
W4318483587,"Optimization Applications, Global Optimization, Metaheuristics, Nature-Inspired Algorithms, Constraint Handling"
W4318595446,"Multi-label Learning, Text Mining, Text Classification, Support Vector Machines (SVM), Spam Detection, Scope (computer science), Labeled data, Supervised learning"
W4318979379,"Semi-Supervised Learning, Unsupervised Learning, Transfer Learning, Representation Learning, Support Vector Machines, Feature vector, Transformation matrix"
W4319302037,"Object Detection, Underwater Imaging, Image Recognition, Multiple Object Tracking, Object Tracking, Camera lens"
W4319304622,"Group Decision Making, Transfer Learning, GIS-based Decision Analysis, Environmental Decision Making, Domain Adaptation, Decision model, Decision maker"
W4319338312,"Intuitionistic Fuzzy Sets, Fuzzy Sets, Smart Manufacturing, Subring"
W4319733201,"Community Structure, Social Sensing, Viterbi algorithm, Botnet Detection, Intrusion Detection"
W4319791194,"Deep Learning, Managerial economics"
W4320035261,"Wireless Energy Harvesting, Wireless Sensor Networks, Multi-hop Wireless Routing, Routing Techniques, Wireless Mesh Networks"
W4320490631,"Generative Adversarial Networks, Representation Learning, Zero-sum game"
W4321108604,"Air Quality Monitoring, Forecasting, Forecast Combination, Machine Learning, Demand Forecasting"
W4321238586,"Extreme learning machine, Rainfall-Runoff Modeling, Support Vector Machines, Groundwater Level Forecasting, Hydrological Impacts"
W4321249736,"Drug Target Identification, Drug Safety Surveillance"
W4321352114,"Image Segmentation, Cancer Imaging, Medical Imaging, Medical Image Analysis, Feature Extraction"
W4321437593,"Pattern Recognition, Outlier Detection, Linear classifier"
W4321496408,"Strengths and weaknesses, Differential Privacy, Privacy Preservation"
W4321497407,"Word embedding, Sentiment analysis, Word Representation, Topic Modeling, Text Mining, Deep Learning, Named Entity Recognition, Representation (politics)"
W4321617535,"Operator (biology), Group Decision Making, MCDM Methods, Intuitionistic Fuzzy Sets"
W4321617765,"Educational Robotics, Learning Analytics, Programming Education"
W4321617771,"Neural Machine Translation, Machine Translation, Multilingual Neural Machine Translation, Statistical Machine Translation, Synchronous context-free grammar, Phrase, Syntax-based Translation Models, Transfer-based machine translation, Computational linguistics"
W4321618002,"Cumulative prospect theory, Multi-criteria Decision Making, Intuitionistic Fuzzy Sets, Group Decision Making, Fuzzy Logic, Fuzzy Sets"
W4321769603,"Renewable Energy Integration, Microgrid, Smart Grid Applications, Microgrid Control, Energy Storage Systems, System integration"
W4321789106,"Ball (mathematics), Degree (music), Shape Optimization, Maxima and minima, Robustness (evolution)"
W4322217101,"Causality (physics), Causal model, Causal Discovery, Identification (biology), Causal Inference, Observational Studies, Causal structure, Causal reasoning"
W4322493038,"Intrusion Detection, Security Analysis, Zero (linguistics)"
W4322493542,"Grasshopper, Global Optimization, Optimization Applications, Nature-Inspired Algorithms, Particle Swarm Optimization, Genetic Algorithms, Optimization algorithm"
W4322733148,"Surface Defect Detection, Defect Detection, Fabric Defect Detection, Thin Film Analysis, Feature (linguistics), Surface Characterization, Pyramid (geometry)"
W4322739152,"Swarm intelligence, Particle Swarm Optimization, Nature-Inspired Algorithms, Optimization Applications, Global Optimization, Bees algorithm"
W4322769152,"Sketch, Image Synthesis, Leverage (statistics), Texture Synthesis, Image Inpainting, Image Retrieval, Image Annotation"
W4323038324,"Spectrum Sharing, Dynamic Spectrum Access, Spectrum Balancing, Spectrum Sensing, Opportunistic Spectrum Access, Broad spectrum"
W4323319975,"Multiple Object Tracking, Spectral Clustering, Visual Tracking, Foreground Segmentation, Similarity (geometry), Spectral Unmixing, Representation (politics), Graph embedding"
W4323321928,"Fuzzy Logic Systems, Fuzzy Rule-Based Systems, Intuitionistic Fuzzy Sets, Interval Type-2 Fuzzy Logic, Genetic Fuzzy Systems, Defuzzification"
W4323851652,"Lexical diversity, Word Representation, Lexical density, Lexical Database, Language Modeling, Lexical definition, Lexical semantics"
W4323854344,"Fuzzy Clustering, Semi-supervised Clustering, Density-based Clustering, Spectral Clustering, Gene chip analysis, Biclustering"
W4323923963,"Intuitionistic Fuzzy Sets, Intuitionistic Fuzzy, Fuzzy Goal Programming, Optimization, Group Decision Making"
W4323924132,"Three-Way Decisions, Clinical decision making"
W4323929228,"Click-Through Rate Prediction, Regularization (linguistics), Representation (politics), Activation function, Collaborative Filtering, User Modeling, Edge Caching"
W4323980169,"Federated Learning, Deep Learning"
W4324089017,"Vision, Agent-Based Modeling, Crowd Simulation, Visibility, Crowd Behavior, Agent-based model"
W4324092563,"Cuckoo search, Ant Colony Optimization, Constraint Handling, Nature-Inspired Algorithms, CMA-ES, Differential Evolution, Particle Swarm Optimization, Feature (linguistics)"
W4324152529,"Fuzzy Cognitive Maps, Group Decision Making, Supplier Selection, Healthcare Decision Making, Multi-Criteria Analysis"
W4324325927,"Bayesian Inference, Semi-Supervised Learning"
W4324355347,"Video Summarization, Event Detection, Audio Event Detection, Action Recognition"
W4324378992,"Profiling (computer programming), IoT Security"
W4327909672,"Benchmark (surveying), Ant Colony Optimization, Constraint Handling, Multi-Objective Optimization, Particle Swarm Optimization, Nature-Inspired Algorithms"
W4327909703,"Overfitting, Medical Image Analysis, Medical Imaging, Modalities, Image-Based Diagnosis, Cancer Imaging"
W4327941714,"Chest radiograph, Chest X-Ray, Pneumonia Detection, Feature Extraction, Texture Analysis, Image-Based Diagnosis"
W4327947795,"Implementation, Sentiment Analysis, Aspect-based Sentiment Analysis, Emotion Recognition, Data cleansing"
W4327956269,"Benchmark (surveying), Object Detection, Interest Point Detectors, Object Recognition, Pedestrian detection"
W4353083901,"Cyber-physical system, Reinforcement Learning"
W4360613770,"Similarity measure, Intuitionistic Fuzzy Sets, Similarity (geometry), Fuzzy Sets, Intuitionistic Fuzzy, Representation (politics), Uncertainty Theory"
W4360615597,Production Forecasting
W4360618510,"Cross-site scripting, Security Testing, Malicious Code Detection, Intrusion Detection, Security Analysis, Network Security"
W4360856932,Artificial Intelligences
W4360860178,Hate Speech
W4360869457,"Non-negative Matrix Factorization, Nonnegative Tensor Factorization, Matrix norm, Matrix (chemical analysis)"
W4360869666,"Liturgical Research, Religious Studies, Islamic Studies"
W4360939579,"Implementation, Phylogenetic Analysis, Component (thermodynamics)"
W4360950022,Optimization
W4360980642,"Test suite, Benchmark (surveying), Nature-Inspired Algorithms, Particle Swarm Optimization, Optimization Applications, Ant Colony Optimization, Hydrodynamic Optimization"
W4360980683,"Video Summarization, Scope (computer science), Key Frame Extraction, Feature Extraction, Multi-document summarization"
W4360985351,"Energy Consumption, Energy Efficiency, Carbon footprint, Building Energy Consumption, Energy Management, Energy Simulation, Consumption (sociology)"
W4360985733,"Responsibility in AI, Robustness (evolution)"
W4361221423,"Robustness (evolution), Signal Processing"
W4362475747,"Optimization Applications, Optimization algorithm, Firefly Algorithm, Nature-Inspired Algorithms, Global Optimization, Search-based software engineering, Engineering optimization"
W4362555628,"Robustness (evolution), Agent-Based Modeling, Crowd Simulation, Crowd Behavior, Simulations"
W4362579589,"Knowledge graph, Knowledge Graph Embedding, Signal Processing on Graphs, Conceptual graph"
W4362670371,"Tweaking, Aspect-based Sentiment Analysis, Schema (genetic algorithms), Deep neural networks, Sentiment Analysis, Emotion Recognition, Deep Learning"
W4362724099,"Optimization Applications, Metaheuristics, Nature-Inspired Algorithms, Parallel metaheuristic, Open research"
W4362735525,"Spine Segmentation, Vertebrae Detection, Statistical Shape Models, Feature (linguistics)"
W4363648864,"Smart Farming, VIKOR method, Agricultural Robotics, Precision agriculture"
W4364376005,"Video Summarization, Image Captioning, Visual Question Answering, Video Description, Action Recognition"
W4365139618,"Backtracking, Position (finance), Global Optimization, Feature (linguistics)"
W4365141696,"Discriminative model, Popularity, Point Clouds, Feature (linguistics)"
W4365145108,"Boosting (machine learning), Ensemble learning, Benchmark (surveying), Ensemble forecasting, Gradient boosting, Sentiment Analysis, Aspect-based Sentiment Analysis, Emotion Recognition"
W4365816810,"Feature Selection, Particle Swarm Optimization, Local Binary Patterns, Nature-Inspired Algorithms, Ant Colony Optimization, Binary code, Memetic algorithm"
W4366091323,"Transfer Learning, Deep Learning, Interpretable Models, Model Interpretability, Benchmark (surveying), Feature learning"
W4366123788,"Closed captioning, Image Captioning, Image Retrieval, Visual Question Answering, Feature Matching, Visual Recognition, Benchmark (surveying), Contextual image classification"
W4366248980,"Lexicographical order, Intuitionistic Fuzzy Sets, Fuzzy Sets, Graph product, Homomorphic encryption"
W4366336804,"Relationship extraction, Multilingual Neural Machine Translation, Machine Translation, Neural Machine Translation, Syntax-based Translation Models"
W4366392262,"Autoencoder, Extreme Learning Machine, Transfer Learning, Ensemble Learning, Unsupervised Learning, Few-Shot Learning, Iterative learning control"
W4366400965,"Process mining, Identification (biology), TRACE (psycholinguistics), Workflow Mining, Predictive Process Monitoring, Process Performance Measurement, Data Integration, Scientific literature"
W4366411592,"Image Fusion, Functional Imaging, Contrast Enhancement, Image Processing, Single Image Restoration, Distortion (music)"
W4366415332,"Information Retrieval, Query Analysis, Web Search"
W4366426214,"Random Fuzzy Variables, Intuitionistic Fuzzy Sets, Fuzzy Differential Equations, Robust Estimation, Generalized Differentiability, Homoscedasticity"
W4366687390,"Surface Defect Detection, Fabric Defect Detection, Surface Characterization, Deep Learning"
W4366816030,"Fuzzy inference system, Inference system, Risk Assessment, Fuzzy inference"
W4366975001,"Granularity, Fuzzy Rough Sets, Multi-label Learning"
W4366983521,"Backpropagation, Fractional Order Control, Function Approximation, Fractional Calculus, Fractional Derivatives"
W4367040485,"Color quantization, Color Transfer, Vector Quantization, Image Processing, Image Fusion"
W4367299072,"Heart Disease Prediction, Arrhythmia Detection, Heartbeat Classification, Cardiac Health Diagnosis"
W4367368475,Job Performance
W4367394292,"Player Modeling, General Game Playing, Real-Time Strategy Games, Gamification, Table (database)"
W4367394653,"Intuitionistic Fuzzy Sets, Fuzzy Sets, Intuitionistic Fuzzy, Fuzzy Goal Programming, Group Decision Making"
W4367609788,"Initialization, Pruning, Model Compression, Deep Learning, Representation Learning, Backpropagation Learning, Neural Network Architectures"
W4367623968,"Topic Modeling, Bridge (graph theory), Content Analysis"
W4368368712,"Energy Management, Battery Management Systems, Load Control, Charging Infrastructure, Charging station"
W4368617646,"Deep belief network, High-Dimensional Data, Change Detection, Data Streams, Deep Learning, Intrusion Detection, Heuristics"
W4376616984,"Granularity, Feature (linguistics), Information Granulation, Granular Computing, Feature Selection, Granulation"
W4376648259,"Operator (biology), Analytic Hierarchy Process, Qualitative analysis, Social network analysis"
W4377098461,"Path Planning, Differential evolution, Optimal Motion Planning, Particle Swarm Optimization, Global Optimization, Real-Time Planning, Path length"
W4377145631,"Adaptive Dynamic Programming, Intelligent Control, Optimal Control, Optimization"
W4377290775,"Ode, Neural Network Training, Nonlinear Systems, Diffractive Optical Neural Networks, Representation (politics)"
W4378416796,"Coreference, Natural Language Processing, Word Representation, Language Modeling, Natural language understanding"
W4378807643,"Air Quality Monitoring, Forecasting, Environmental Monitoring, Representation (politics), Feature (linguistics)"
W4379137572,"Mineral Liberation Analysis, Numerical Modelling, Ore Sorting"
W4379184928,"Image Inpainting, Rendering, Representation Learning, Image Synthesis, Representation (politics), Generative model"
W4379209201,"Cumulative prospect theory, Fault Tree Analysis, Dynamic Safety Analysis"
W4379364212,"Internet of Things (IoT), IoT Security, Internet of Things, Deep Learning"
W4379519548,"Categorical variable, GIS-based Decision Analysis, Cost-Sensitive Learning, Imbalanced Data, Decision Analysis, Basis (linear algebra)"
W4379799065,"Discriminative model, Deep Learning, Pattern Recognition, Feature Extraction"
W4379876307,"Benchmark (surveying), Nature-Inspired Algorithms, Multi-Objective Optimization, Particle Swarm Optimization, Firefly Algorithm, Feature Selection"
W4380360151,"Economic shortage, Water Demand, Robust Decision Making, Scarcity"
W4380538220,"Educational Technology, Online Learning, E-Learning, Remote Learning, Intelligent Tutoring Systems, Isolation (microbiology), Grading (engineering), Personalized learning, Bridge (graph theory)"
W4380562659,"Electrical Impedance Tomography, Conductivity Imaging, Image Reconstruction Algorithms, Magnetic Induction Tomography, Bioimpedance Analysis, Reconstruction algorithm"
W4380591126,"Plant Disease Detection, Plant disease, Crop Yield Prediction, Smart Farming, Hyperparameter"
W4380611437,"Underwater Acoustic Sensor Networks, Wireless Monitoring, Underwater Acoustics, Underwater acoustic communication, IoT, Water Quality Monitoring"
W4380762893,"Fuzzy Logic, Granular Computing, Mathematical Fuzzy Logic, Information Granulation, Graph reduction"
W4380887019,"Affective Computing, Emotion Recognition, Textual Data, Aspect-based Sentiment Analysis, Speech Emotion, Emotion detection"
W4381053565,"Multi-Objective Optimization, Optimization Applications, Open research, Engineering optimization"
W4381087276,"Breast ultrasound, Leverage (statistics), Breast Cancer Diagnosis, Screening Ultrasound, Cancer Imaging, Medical Image Analysis, Breast imaging, Breast cancer screening"
W4381090279,"Identification (biology), Scene Text Recognition, Feature (linguistics), Text Detection, Handwriting Recognition, Text Localization"
W4381093614,"Data Hiding, Image Encryption, Color Image Encryption, Information Embedding, Image Authentication, Robustness (evolution), Scrambling"
W4381163588,"Pneumonia Detection, Vital signs"
W4381185442,"Information fusion, Sensor Fusion, Belief Functions, Belief structure, Kullback–Leibler divergence, Degeneracy (biology)"
W4381332380,"Modalities, Scope (computer science), Benchmark (surveying), Multiple Object Tracking, Visual Tracking, Modality (human–computer interaction)"
W4381512557,"Triage, Artificial Intelligences, Image-Based Diagnosis, Identification (biology)"
W4381682084,"Interpretable Models, Machine Learning Interpretability, Model Interpretability, Trustworthiness, Responsibility in AI, Visual Explanations"
W4381737075,"Network Analysis, Influence Maximization, Random Graphs, Spectrum Allocation"
W4381742002,"Particle Swarm Optimization, Ant Colony Optimization, Nature-Inspired Algorithms, Optimization Applications, Global Optimization, Premature convergence, Peak signal-to-noise ratio, Robustness (evolution)"
W4381805003,"Robustness (evolution), Adversarial Examples, Outlier Detection, Defenses, Evasion (ethics), Benchmark (surveying), Adversarial machine learning"
W4381856118,"Neural coding, Working Memory, Brain-Computer Interfaces, Information theory, Computational neuroscience, Neural decoding"
W4381891105,Injury Severity
W4382048741,"Image Fusion, Feature Extraction, Single Image Restoration, Multispectral, Feature (linguistics), Fuse (electrical)"
W4382197431,"Discriminator, Fundus (uterus), Diabetic Retinopathy, Retinal Disease, Hyperparameter, Softmax function, Contextual image classification"
W4382202712,"Human Perception of Robots, Human-Robot Interaction, Trustworthiness"
W4382319519,"Implementation, Deep Learning, Supervised Learning, Feature engineering"
W4382335225,Business Intelligence
W4382371735,"Spoofing attack, Speaker Verification, Audio-Visual Speech Recognition, Automatic Speech Recognition, Acoustic Modeling, Speech Enhancement, Replay attack"
W4382698960,"Identification (biology), Influencer Marketing, Social network (sociolinguistics), Social network analysis"
W4382810982,"Transfer Learning, Transfer of learning, Feature (linguistics), Semi-Supervised Learning, Representation Learning, Meta-Learning, Domain Adaptation, Conditional probability distribution, Feature vector"
W4382811166,"Manufacturing, Machining, Design for Manufacture, CAD/CAM Integration, Cloud manufacturing"
W4382895266,"MCDM Methods, TOPSIS, Group Decision Making, Three-Way Decisions, Decision Analysis"
W4383560003,"MNIST database, Resampling, Representation Learning, Discriminative model, Transfer Learning, Object Recognition, Image Recognition, Object Detection"
W4383620526,"Breast imaging, Breast MRI, Cancer Imaging, Medical Image Analysis, Medical Imaging, Perfusion Imaging, Breast ultrasound, BI-RADS"
W4383721094,"Nature-Inspired Algorithms, Optimization Applications, Global Optimization, Derivative-free optimization, Multi-Objective Optimization, Imperialist competitive algorithm, Constraint Handling, Local optimum, Parallel metaheuristic, Benchmark (surveying), Engineering optimization, Optimization algorithm"
W4383913283,"Profiling (computer programming), Linkage (software), Crime"
W4383955446,"Discriminative model, Feature (linguistics), Expression (computer science), Feature Extraction, Representation (politics), Feature learning, Dimensionality Reduction, Emotion Recognition, Feature Selection, Facial Expression"
W4384067368,"Discriminative model, Domain Adaptation, Transfer Learning, Semi-Supervised Learning, Unsupervised Learning, Regression, Rank (graph theory), Coefficient matrix"
W4384069115,Crowdsourcing
W4384197612,"Interpretability, Feature (linguistics), Feature Selection, Robust Learning, High Utility Itemsets, Decision Analysis, Temporal Data Mining"
W4384405814,"Sample (material), Globe, Feature Learning, Face Spoof Detection, Facial Landmark Detection, Face Recognition, Dimensionality Reduction, Feature (linguistics)"
W4384817948,"Nature-Inspired Algorithms, Swarm intelligence, Heuristics"
W4384822078,"Benchmark (surveying), Swarm intelligence, Local optimum, Particle Swarm Optimization, Constraint Handling"
W4384823618,"Predictive analytics, Predictive power, Wind Farm Optimization, Short-Term Forecasting, Load Forecasting, Wind Power Generation, Normalization (sociology), Electricity Price Forecasting, Wind power forecasting"
W4384823934,"Differential Privacy, Deep Learning"
W4384934896,"Imbalanced Data, Image Analysis, Benchmark (surveying), Scrutiny"
W4385156725,"Leakage (economics), Federated Learning, Differential Privacy, Location Privacy, Secure Computation, Covert"
W4385224798,"Cyberbullying, Detection, Bullying, Identification (biology), Web of science"
W4385349476,"Popularity, Sentiment Analysis, Emotion Recognition, Aspect-based Sentiment Analysis, Multimodal Data, Affective Computing, Multimodal learning"
W4385364879,"BitTorrent tracker, Robustness (evolution), Object Tracking, Multiple Object Tracking, Visual Tracking, Real-time Tracking, Drone Applications"
W4385566558,"Pruning, Model Compression, Feature (linguistics), Residual neural network, Deep Learning, Rank (graph theory)"
W4385582962,IoT
W4385606791,"Implementation, Temporal Data Analysis, Clinical Event Prediction, Clinical Decision Support, Deep Learning"
W4385614039,Federated Learning
W4385635252,Dynamic Voltage Restorers
W4385700994,"Oil Price Shocks, Load Forecasting, Electricity Price Forecasting"
W4385728692,"Hyperparameter, Multi-label Learning, Automated Machine Learning, Meta-Learning, Semi-Supervised Learning, Machine Learning Algorithms"
W4385737858,"Dynamical Systems, Stability conditions, Robustness (evolution)"
W4385768685,"Identification (biology), Strengths and weaknesses, Metaphors, Spatial Metaphors, Neural Machine Translation, Emotion Recognition, Conceptual Blending, Sentiment analysis"
W4385876747,"Predictive modelling, Air Quality Monitoring"
W4386028223,"Signal Processing on Graphs, Graph Neural Networks, Neural Network Architectures, Discriminative model, Graph Convolutional Networks, Transfer Learning"
W4386099197,Action Recognition
W4386136748,"Ball (mathematics), Shape Optimization, Multi-material Optimization, Geometric design"
W4386251630,"Multi-document summarization, Readability Assessment"
W4386286693,"Software Defect Prediction, Software Process Improvement, Code Clone Detection, Sequence-to-Sequence Learning, Feature learning, Feature (linguistics)"
W4386287756,"Mahalanobis distance, Three-Way Decisions, Group Decision Making, GIS-based Decision Analysis, Decision Analysis"
W4386391043,"Benchmark (surveying), Optimization Applications, Ant Colony Optimization, Code (set theory)"
W4386391908,"MovieLens, Similarity (geometry), Feature (linguistics), Semantic Similarity, Feature Selection, Word Representation, Language Modeling, Topic Modeling, Synonym (taxonomy)"
W4386416915,"Big Data Analytics, Soft computing"
W4386422408,"Imbalanced Data, Supervised Learning, Ensemble Learning, Cost-Sensitive Learning"
W4386510526,"Feature Selection, Fuzzy Rough Sets, Fuzzy Rule-Based Systems, Neuro-Fuzzy Methods, Fuzzy Logic Systems, Feature (linguistics)"
W4386517577,"Connectionism, Multilayer perceptron, Perceptron, Spiking Neurons, Artificial Synapse, Artificial neuron"
W4386519770,"Spike sorting, Deep belief network, Spiking Neurons, Brain-inspired Computing, Neuromorphic Computing, Neural Stimulation, Neural decoding, Perceptron"
W4386526498,"Plant Disease Detection, Number Plate Detection, Deep Learning"
W4386572626,"Water Quality Monitoring, Groundwater Quality Assessment, Water Quality Index, Groundwater Level Forecasting"
W4386636345,"Laser-induced breakdown spectroscopy, Material Analysis, Elemental Analysis, Spectroscopy"
W4386689048,"VIKOR method, MCDM Methods, Intuitionistic Fuzzy, Intuitionistic Fuzzy Sets, Fuzzy Goal Programming, Group Decision Making, Robustness (evolution), Projection method, Closeness"
W4386724211,"Diabetic Retinopathy, Retinal Disease"
W4386776484,"Machine Translation, Neural Machine Translation, Multilingual Neural Machine Translation, Information Retrieval, Language Modeling, Vietnamese"
W4386804684,"Reliability Analysis, Structural Reliability, First-order reliability method"
W4386847093,"Handwriting, Devanagari, Handwriting Recognition, Optical character recognition, Tamil, Gesture Recognition"
W4386862683,"Model Evaluation, Hydrological Modeling, Water Quality Monitoring, Rainfall-Runoff Modeling"
W4386962827,"Multi-Agent Systems, Mobile Agents, Distributed Systems, Openness to experience"
W4386980375,"Sadness, Disgust, Surprise, Personality psychology, Emotion Recognition, Depression Detection, Aspect-based Sentiment Analysis, Psychological Language Analysis, Emotional Disclosure, Emotion detection, Sentiment analysis"
W4386991635,"Trajectory Data Mining, Human Mobility, Popularity, Travel Behavior"
W4387020096,"EDAS, Multi-criteria Decision Making, Intuitionistic Fuzzy Sets, Fuzzy Logic, Intuitionistic Fuzzy, GIS-based Decision Analysis"
W4387020117,"Conditional probability, Group Decision Making, Probabilistic Rough Sets, Decision theory, Three-Way Decisions, Decision Analysis, Environmental Decision Making, Decision rule"
W4387104424,"Portfolio Optimization, Multi-Objective Optimization, Convex Optimization, Robust Optimization, Nature-Inspired Algorithms"
W4387140882,"Intuitionistic Fuzzy Sets, Interval-Valued Fuzzy Sets, Intuitionistic Fuzzy, Fuzzy Sets, Fuzzy Goal Programming, Distance measures"
W4387306238,"Choquet integral, Optimization Applications, Benchmark (surveying), Engineering optimization, Global Optimization, Multi-Objective Optimization, Robust optimization"
W4387335216,"Fundus (uterus), Diabetic Retinopathy, Retinal Disease"
W4387338457,"Computer Vision, Image Recognition, Neural Network Architectures, Neuromorphic Computing, Machine vision"
W4387342382,"Emotion Recognition, Affective Computing, Expressive Suppression, Sentiment Analysis, Aspect-based Sentiment Analysis"
W4387371722,"Generality, Akaike information criterion, Bayesian information criterion, Regression Analysis, Linear Profiles, Robust Estimation"
W4387372193,"Cytology Screening, Whole Slide Imaging, Identification (biology), Cancer Imaging, Computer-Aided Detection, Breast Cancer Diagnosis"
W4387405999,"Position (finance), Adaptive Dynamic Programming, Reinforcement Learning, Optimal Control, Robot manipulator"
W4387536504,"IoT Security, Routing Techniques, Machine Learning for Networking, Security in SDN, Energy-Efficient Protocols"
W4387653442,"Social Sensing, Participatory Sensing, Crowdsourcing, Mobile Sensing, User Modeling"
W4387673491,"Multi-label Learning, Feature Selection, Feature Descriptors, Semantic Relevance, Relevance (law), Feature (linguistics)"
W4387735499,"Popularity, Anomaly Detection"
W4387743441,"Plant Disease Detection, Smart Farming, Precision agriculture"
W4387844912,"Software Reliability Modeling, Benchmark (surveying), Software Defect Prediction, Testing-Effort Dependent Models, Software Maintenance, Robust Learning, Backpropagation, Search-based software engineering, Predictive modelling"
W4387938956,"Speech Enhancement, Audio-Visual Speech Recognition, Speaker Diarization, Monaural, End-to-End Speech Recognition, Audio Event Detection"
W4387971125,Crop Yield Prediction
W4387971835,"Spectral clustering, Stream Data Clustering, Semi-supervised Clustering, Document Clustering, Density-based Clustering, Object-Based Analysis, ENCODE, Clustering coefficient"
W4387972140,"Conflict analysis, Conflict theories, Group Decision Making"
W4388085316,"Non-negative matrix factorization, Feature (linguistics), Matrix Factorization, Trust-Aware Recommender Systems, Collaborative Filtering, Context-Aware Recommender Systems, Feature Selection, Matrix (chemical analysis), MovieLens"
W4388185627,"CMA-ES, Particle Swarm Optimization, Code (set theory)"
W4388377845,"Three-Way Decisions, Group Decision Making, Decision Analysis, Intuitionistic Fuzzy Sets, Intuitionistic Fuzzy"
W4388377850,"Conflict analysis, Conflict resolution research, Decision Analysis, Group Decision Making, Three-Way Decisions, Social conflict, Conflict theories"
W4390343183,"Air combat, Maneuvering Targets, Battlefield"
W4390502602,"Symbolic Regression, Scientific discovery, Semantic Genetic Programming, Reinforcement Learning, Deep Learning"
W4390521498,"Respiratory, Guideline, Identification (biology)"
W4390538319,"Task Scheduling, Fog Computing, Edge Computing, Grid Computing, Distributed Systems"
W4390588308,"Mineral Liberation Analysis, Compendium, Excavator, Fragmentation (computing)"
W4390607542,"Cancer Imaging, Medical Imaging, Deep Learning"
W4390612591,"Reduct, Information Granulation, Dominance (genetics), Granular Computing, High Utility Itemsets"
W4390619754,"Blockchain, Rate of return"
W4390638660,"Audio Event Detection, Environmental Sound Recognition, Acoustic Scene Classification, Audio Signal Classification"
W4390638963,"Proteins, Protein Sequences"
W4390650730,"Interpretability, Image Denoising, Image Processing, Image Recognition, Deep Learning, Object Detection, Heuristics, Robustness (evolution)"
W4390664173,"Assistive Technology, Emerging technologies"
W4390698144,"Harassment, Fuzzy Logic, Fuzzy Sets, Intuitionistic Fuzzy Sets, Group Decision Making, Soft Set Theory, Soft computing"
W4390700611,Orthopaedics
W4390755696,"Feature (linguistics), Feature Selection, Information Granulation, High Utility Itemsets, Data redundancy"
W4390974023,"Benchmark (surveying), Multiple Object Tracking, Motion Detection, Outlier Detection, Object Tracking, Anomaly Detection, Distortion (music), Feature (linguistics), Identification (biology)"
W4391052842,"Aspect-based Sentiment Analysis, Sentiment Analysis"
W4391218191,"Topic Modeling, Deep neural networks"
W4391317914,"Gynecologic oncology, Breast Cancer Screening, Clinical Decision Support"
W4391321561,"Discriminator, Generative Adversarial Networks, Image Synthesis, Representation Learning, Medical Imaging, Image translation, Synthetic data"
W4391343475,"Heuristics, Super-Resolution, Deep Learning"
W4391345988,"Quantum Computation, Quantum Information, Quantum Machine Learning, Fault-tolerant Quantum Computation, Quantum Simulation"
W4391360895,Species Recognition
W4391392562,Spider Phylogenomics
W4391420283,Phonetics
W4391427613,"Action Recognition, Motion Detection, Human Activity Analysis, Visual Tracking, Multiple Object Tracking, Supervised learning"
W4391485390,"Kernel (algebra), Regression"
W4391509716,Temporal Data Mining
