work_id,keyword
W4306292106,Data analysis
W4306786778,Multi-Agent Systems
W4306786778,Reinforcement Learning
W4307129239,Benchmark (surveying)
W4307129239,Independence (probability theory)
W4307129239,Multi-label Learning
W4307129239,Multi-label classification
W4307129239,Non-negative Matrix Factorization
W4307243336,Benchmark (surveying)
W4307243336,Computer Vision
W4307243336,Contextual image classification
W4307243336,Convolutional Neural Networks
W4307243336,Deep Learning
W4307243336,Neural Network Architectures
W4307243336,Regression
W4307321238,Text Mining
W4307321238,Textual Data
W4307321238,Topic Modeling
W4307572272,Interpretable Models
W4307572272,Machine Learning Interpretability
W4307572272,Responsibility in AI
W4307572272,Visual Explanations
W4307572272,XAI Concepts
W4307819182,Benchmark (surveying)
W4307819182,Deblurring
W4307819182,Depth Estimation
W4307819182,Image Denoising
W4307819182,Video Enhancement
W4307910037,Benchmark (surveying)
W4307910037,Color Image Encryption
W4307910037,Correlation attack
W4307910037,S-box
W4307911024,Approximate Matching
W4307911024,Independent Component Analysis
W4307911024,Kernel (algebra)
W4307911024,Sparse PCA
W4307913127,Electricity Price Forecasting
W4307913127,Forecast Combination
W4307913127,Load Forecasting
W4307913127,Short-Term Forecasting
W4307913127,Stock (firearms)
W4307913127,Stock Market Prediction
W4308112317,Feature (linguistics)
W4308112317,Metaheuristics
W4308112317,Nature-Inspired Algorithms
W4308112317,Optimization Applications
W4308112317,Parallel metaheuristic
W4308112317,Quantum Computation
W4308112317,Quantum Machine Learning
W4308112317,Search-based software engineering
W4308112567,Deep belief network
W4308112567,Deep neural networks
W4308112567,Ensemble Learning
W4308112567,Ensemble forecasting
W4308160155,Depression (economics)
W4308160155,Depression Detection
W4308160155,Psychological Autopsy
W4308160155,Suicidal Behavior
W4308160155,Suicidal Ideation
W4308160155,Suicide
W4308381112,Adaptive Algorithms
W4308381112,Benchmark (surveying)
W4308381112,Change Detection
W4308381112,Global Optimization
W4308381112,Technical analysis
W4308381112,Trading strategy
W4308607522,Conflict analysis
W4308607522,Group Decision Making
W4308607522,Qualitative property
W4308607522,Quantitative analysis (chemistry)
W4308750008,Crop Yield Prediction
W4308750008,Precision agriculture
W4308750008,Smart Farming
W4308840623,Acoustic Modeling
W4308840623,Audio-Visual Speech Recognition
W4308840623,Automatic Speech Recognition
W4308840623,End-to-End Speech Recognition
W4308840623,Intelligibility (philosophy)
W4308840623,Mean opinion score
W4308840623,Speech Enhancement
W4308840632,Complement (music)
W4308840632,Decision Analysis
W4308840632,Group Decision Making
W4308840632,Three-Way Decisions
W4308861918,Chunking (psychology)
W4308861918,Lemmatisation
W4308861918,Neural Machine Translation
W4308861918,Normalization (sociology)
W4308861918,Part-of-Speech Tagging
W4308861918,Sentence processing
W4308861918,Syntax-based Translation Models
W4309198707,Detection
W4309198707,Extreme learning machine
W4309198707,Fault Detection
W4309198707,Machine Learning
W4309198707,Power Transmission Lines
W4309349667,Benchmark (surveying)
W4309349667,Deep neural networks
W4309349667,Image Denoising
W4309490745,Benchmark (surveying)
W4309490745,Drug Target Identification
W4309490745,Drug repositioning
W4309582920,Audio-Visual Speech Recognition
W4309582920,Home automation
W4309582920,Speaker Verification
W4309582920,Spoken Dialogue Systems
W4309582920,User Simulation
W4309582920,Voice command device
W4309643846,Biometrics
W4309643846,Discriminative model
W4309643846,Facial Landmark Detection
W4309643846,Feature Learning
W4309643846,Multimodal Biometrics
W4309643846,Robustness (evolution)
W4309648563,Benchmark (surveying)
W4309648563,Binary code
W4309648563,Implementation
W4309648563,Metaheuristic Algorithms
W4309648563,Metaheuristics
W4309648563,Optimization Applications
W4309648563,Parallel metaheuristic
W4309648563,Search-based software engineering
W4309648563,Sigmoid function
W4309782696,Decision Analysis
W4309782696,Group Decision Making
W4309782696,Interval-Valued Functions
W4309782696,Intuitionistic Fuzzy Sets
W4309782696,Three-Way Decisions
W4309796907,Deep Learning
W4309796907,Graph Neural Networks
W4309796907,Knowledge Graph Embedding
W4309796907,Representation Learning
W4309796907,Signal Processing on Graphs
W4309796916,Differential evolution
W4309796916,Fog Computing
W4309796916,Replication (statistics)
W4309796916,Swarm intelligence
W4309822222,3D Mapping
W4309822222,Indoor Localization
W4309822222,Localization
W4309822222,SLAM
W4309867695,Adaptability
W4309867695,Causal analysis
W4309867695,Causal chain
W4309867695,Causal model
W4309867695,Group Decision Making
W4309867695,Identification (biology)
W4309867695,Rank (graph theory)
W4309867695,Resilience (materials science)
W4309889602,Benchmark (surveying)
W4309889602,Logistic map
W4309889602,Nature-Inspired Algorithms
W4309889602,Optimization Applications
W4309889602,Particle Swarm Optimization
W4309913730,Feature (linguistics)
W4309913730,Non-Line-of-Sight Imaging
W4309913730,Sensor fusion
W4309925307,Causal model
W4309925307,Causality (physics)
W4309925307,Semantic Genetic Programming
W4309925307,Symbolic Regression
W4309928656,Chen
W4309928656,Citation analysis
W4309928656,Network analysis
W4309928656,Petri Nets
W4309928656,Representation (politics)
W4309928656,Stochastic Petri Nets
W4309937154,Decision Analysis
W4309937154,Decision Trees
W4309937154,Decision model
W4309937154,Decision rule
W4309937154,Decision system
W4309937154,Decision theory
W4309937154,Dominance (genetics)
W4309937154,GIS-based Decision Analysis
W4309937154,Group Decision Making
W4309937154,Three-Way Decisions
W4310193546,Dynamism
W4310193546,GIS-based Decision Analysis
W4310193546,Group Decision Making
W4310193546,MCDM Methods
W4310193546,Probabilistic Learning
W4310193546,Structure Learning
W4310193697,Decision Analysis
W4310193697,GIS-based Decision Analysis
W4310193697,Group Decision Making
W4310193697,MCDM Methods
W4310193697,Scope (computer science)
W4310193697,Three-Way Decisions
W4310193697,Value (mathematics)
W4310193754,Economic shortage
W4310193754,Environmental pollution
W4310193754,Firefly Algorithm
W4310193754,Green Logistics
W4310193754,Vehicle Routing Problem
W4310195170,Bayesian Optimization
W4310195170,Constraint Handling
W4310195170,Feature Selection
W4310195170,Multi-Objective Optimization
W4310195170,Symbolic Regression
W4310225030,Clustering
W4310225030,Clustering Algorithms
W4310225030,Clustering high-dimensional data
W4310225030,Conceptual clustering
W4310225030,Consensus clustering
W4310225030,Data stream clustering
W4310225030,Density-based Clustering
W4310225030,Document Clustering
W4310225030,Stream Data Clustering
W4310276548,Fuzzy Rough Sets
W4310276548,Fuzzy Sets
W4310276548,Intuitionistic Fuzzy Sets
W4310276548,Vagueness
W4310787317,Deep Learning
W4310787317,Multiple Object Tracking
W4310787317,Visual Tracking
W4311031268,Smart Learning
W4311035550,High-Dimensional Data
W4311035665,Bitumen Modification
W4311035665,Polymer Modification
W4311035665,Shearing (physics)
W4311165753,Probabilistic Rough Sets
W4311165753,Representation (politics)
W4311165753,Rough Sets
W4311165753,Shape Optimization
W4311165753,Structural Analysis
W4311183537,Compendium
W4311183537,Popularity
W4311183537,Word Representation
W4311273559,Black box
W4311273559,Downtime
W4311273559,Interpretable Models
W4311273559,Machine Learning Interpretability
W4311273559,Model Interpretability
W4311273559,Predictive modelling
W4311273559,Strengths and weaknesses
W4311273559,Tree (set theory)
W4311273559,Visual Explanations
W4311273559,XAI Concepts
W4311305999,Cohesion (chemistry)
W4311305999,Consensus Formation
W4311305999,Group decision-making
W4311305999,Power index
W4311362391,Set cover problem
W4311362391,System Reliability
W4311375214,Benchmark (surveying)
W4311375214,Global Optimization
W4311375214,Hybrid Algorithms
W4311375214,Multi-Objective Optimization
W4311375214,Nature-Inspired Algorithms
W4311375214,Optimization Applications
W4311375214,Parallel metaheuristic
W4311375214,Premature convergence
W4311464455,Distance measures
W4311464455,Fuzzy Goal Programming
W4311464455,Fuzzy Sets
W4311464455,Ideal solution
W4311464455,Intuitionistic Fuzzy
W4311464455,Intuitionistic Fuzzy Sets
W4311464455,Minkowski distance
W4311464455,Similarity (geometry)
W4311464455,Similarity measure
W4311464455,TOPSIS
W4311464757,Anaphora (linguistics)
W4311464757,Coreference
W4311464757,Language Modeling
W4311464757,Machine Translation
W4311464757,Multilingual Neural Machine Translation
W4311464757,Neural Machine Translation
W4311464757,Subject pronoun
W4311464757,Treebank
W4311599520,Human-Robot Collaboration
W4311599520,Robot Learning
W4311599520,Safe Human-Robot Interaction
W4311607213,Federated Learning
W4311607213,Pace
W4311625992,Dependency Parsing
W4311625992,Formal grammar
W4311625992,Information Retrieval
W4311625992,Web Crawling
W4311625992,Web Data Extraction
W4311629995,Black box
W4311629995,Materials Informatics
W4311629995,Physical law
W4311629995,Physical system
W4311710860,Approximate Matching
W4311710860,Grey level
W4311710860,Grey literature
W4311710860,Handwriting Recognition
W4311710860,Mathematical Information Retrieval
W4311710860,Text Detection
W4311710860,Text Indexing
W4311710860,White (mutation)
W4311954044,Deep Learning
W4311954044,Electricity Price Forecasting
W4311954044,Load Forecasting
W4311954044,Short-Term Forecasting
W4311954044,Stock (firearms)
W4311954044,Stock Market Prediction
W4312059150,Bioimage Analysis
W4312059150,Cellular Imaging
W4312059150,Image Processing
W4312059150,Phenotypic Profiling
W4312059150,Sample (material)
W4312059150,Spatial Profiling
W4312105932,Bounding overwatch
W4312105932,Intuitionistic Fuzzy Sets
W4312105932,Social connectedness
W4312106224,Cementitious
W4312106224,Fiber Reinforced Concrete
W4312106224,Self-Compacting Concrete
W4312106224,Silica fume
W4312106224,Structural Reliability
W4312106224,Sustainable Concrete
W4312106240,Convolution (computer science)
W4312106240,Crop Yield Prediction
W4312106240,Identification (biology)
W4312106240,Plant Disease Detection
W4312106240,Smart Farming
W4312106240,Transfer of learning
W4312106306,Cognitive Computing
W4312106306,Fuzzy Cognitive Maps
W4312106306,Fuzzy Sets
W4312106306,Fuzzy cognitive map
W4312106306,Interpretability
W4312106306,Intuitionistic Fuzzy Sets
W4312106306,Soft computing
W4312106615,Feature learning
W4312106615,Graph embedding
W4312106615,Heterogeneous Networks
W4312106615,Knowledge Graph Embedding
W4312106615,Network Embedding
W4312106615,Power graph analysis
W4312106615,Representation Learning
W4312106615,Signal Processing on Graphs
W4312106726,Cancer Imaging
W4312106726,Digital pathology
W4312106726,Histopathology Images
W4312106726,Medical Image Analysis
W4312106726,Medical Imaging
W4312106726,Narrative review
W4312106726,White Blood Cell Segmentation
W4312106785,Fault Detection and Correction
W4312106785,Multilayer perceptron
W4312106785,Software Defect Prediction
W4312106785,Software Maintenance
W4312106785,Software Reliability Modeling
W4312208348,Benchmark (surveying)
W4312208348,Nature-Inspired Algorithms
W4312208408,Interpretability
W4312208408,Interpretable Models
W4312208408,Machine Learning Interpretability
W4312208408,Maximum satisfiability problem
W4312208408,Model Interpretability
W4312208408,Robust Learning
W4312208408,Satisfiability
W4312214845,Fuzzy Logic Systems
W4312214845,Fuzzy Rule-Based Systems
W4312214845,Fuzzy cognitive map
W4312214845,Genetic Fuzzy Systems
W4312214845,Interpretability
W4312214845,Interval Type-2 Fuzzy Logic
W4312214845,Neuro-Fuzzy Methods
W4312214853,Brain Tumors
W4312214853,Discriminative model
W4312214853,Hyperparameter
W4312214853,Image Segmentation
W4312214853,Object Detection
W4312214853,Semantic Segmentation
W4312222425,Blood Pressure
W4312222425,Continuous Blood Pressure Estimation
W4312222425,Hemodynamic Monitoring
W4312222562,Dimensionality Reduction
W4312222562,Ensemble Learning
W4312222562,Random Hidden Nodes
W4312222562,Robustness (evolution)
W4312222562,Support Vector Machines
W4312222690,Brown clustering
W4312222690,Clustering Algorithms
W4312222690,Complete-linkage clustering
W4312222690,Consensus clustering
W4312222690,Dendrogram
W4312222690,Density-based Clustering
W4312222690,Document Clustering
W4312222690,Hierarchical clustering
W4312222690,Semi-supervised Clustering
W4312222690,Similarity (geometry)
W4312222690,Similarity measure
W4312222690,Single-linkage clustering
W4312222690,Stream Data Clustering
W4313276113,Bridge (graph theory)
W4313276113,Bridge Inspection
W4313276113,Dynamic load testing
W4313276113,Load testing
W4313276113,Structural Damage Detection
W4313321559,Ant Colony Optimization
W4313321559,Benchmark (surveying)
W4313321559,Global Optimization
W4313321559,Multi-Objective Optimization
W4313321559,Nature-Inspired Algorithms
W4313321559,Optimization Applications
W4313321559,Optimization algorithm
W4313321714,Proteins
W4313321714,Support Vector Machines
W4313388587,Deep Learning
W4313388587,High-Dimensional Data
W4313388587,Novelty Detection
W4313388587,Outlier Detection
W4313388587,Video Analysis
W4313421060,Benchmark (surveying)
W4313421060,Intrusion Detection
W4313421060,Optimization
W4313421060,Particle Swarm Optimization
W4313421060,Premature convergence
W4313597114,Computational linguistics
W4313597114,Extraction
W4313597114,Identification (biology)
W4313597114,Language Modeling
W4313597114,Narrative network
W4313597114,Neural Machine Translation
W4313597114,Representation (politics)
W4313597114,Textual Data
W4313597114,Word Representation
W4313625318,Kurtosis
W4313625318,Optimization
W4313625318,Portfolio Optimization
W4313625318,Robust Optimization
W4313625318,Uncertain Data
W4313625318,Uncertainty Theory
W4313642897,Ideal solution
W4313642897,Similarity (geometry)
W4313642897,Similarity measure
W4313642897,TOPSIS
W4313644131,Log Analysis
W4313644131,Representation (politics)
W4313648835,Aspect-based Sentiment Analysis
W4313648835,Emotion Recognition
W4313648835,Sentiment Analysis
W4313650011,Optimization
W4313650011,Power System Stability
W4315490060,Environmental Decision Making
W4315490060,Group Decision Making
W4315490060,Hierarchical clustering
W4315490060,Modularity (biology)
W4315490060,Social network analysis
W4316036513,Biometric Recognition
W4316036513,Deep Learning
W4316036513,Facial Landmark Detection
W4316036513,Forensic Biometrics
W4316036513,Iris recognition
W4316036513,Multimodal Biometrics
W4316036513,Signature recognition
W4316810864,Benchmark (surveying)
W4316810864,Feature (linguistics)
W4316810864,Image Captioning
W4316810864,Object Recognition
W4316810864,Pooling
W4316810864,Representation Learning
W4316810864,Visual Question Answering
W4316810864,Visual Recognition
W4316814312,Boosting (machine learning)
W4316814312,Electricity Price Forecasting
W4316814312,Gradient boosting
W4316814312,Load Forecasting
W4316814312,Overfitting
W4316814312,Short-Term Forecasting
W4317042600,Intrusion Detection
W4317042600,Security management
W4317207462,Case-Based Reasoning
W4317207462,Constraint Logic Programming
W4317207462,Deliberation
W4317207462,Interpretability
W4317207462,Planning Systems
W4317207462,Probabilistic Plan Recognition
W4317207462,Temporal Logic
W4317207836,Cross-View Recognition
W4317207836,Deep Learning
W4317207836,Gait Recognition
W4317207836,Identification (biology)
W4317207836,Silhouette Analysis
W4317207836,Skeleton-Based Recognition
W4317208968,Generality
W4317208968,Group Decision Making
W4317208968,Power function
W4317565738,Benchmark (surveying)
W4317565738,Constraint Handling
W4317565738,Differential evolution
W4317565738,Maze Solving
W4317565738,Nature-Inspired Algorithms
W4317565738,Particle Swarm Optimization
W4317565738,Slime mold
W4317790698,Chemometric Tools
W4317790698,Chemometrics
W4317790698,Transformative learning
W4317904349,Expression (computer science)
W4317904349,Language Modeling
W4317904349,Normalization (sociology)
W4317904349,Regular expression
W4317904349,Semantic Processing
W4317904349,Tern
W4318200376,Interpretability
W4318200376,Working Memory
W4318219004,Cervical Fusion
W4318340592,3D Mapping
W4318340592,3D Reconstruction
W4318340592,3D modeling
W4318340592,Scene Reconstruction
W4318340592,Scope (computer science)
W4318340592,Shape Representation
W4318340592,Texture Mapping
W4318340592,Viewpoints
W4318475704,High-Dimensional Data
W4318475704,Synthetic data
W4318481158,Ball (mathematics)
W4318481158,Optimal Motion Planning
W4318481158,Path Planning
W4318481158,Real-Time Planning
W4318483587,Constraint Handling
W4318483587,Global Optimization
W4318483587,Metaheuristics
W4318483587,Nature-Inspired Algorithms
W4318483587,Optimization Applications
W4318595446,Labeled data
W4318595446,Multi-label Learning
W4318595446,Scope (computer science)
W4318595446,Spam Detection
W4318595446,Supervised learning
W4318595446,Support Vector Machines (SVM)
W4318595446,Text Classification
W4318595446,Text Mining
W4318979379,Feature vector
W4318979379,Representation Learning
W4318979379,Semi-Supervised Learning
W4318979379,Support Vector Machines
W4318979379,Transfer Learning
W4318979379,Transformation matrix
W4318979379,Unsupervised Learning
W4319302037,Camera lens
W4319302037,Image Recognition
W4319302037,Multiple Object Tracking
W4319302037,Object Detection
W4319302037,Object Tracking
W4319302037,Underwater Imaging
W4319304622,Decision maker
W4319304622,Decision model
W4319304622,Domain Adaptation
W4319304622,Environmental Decision Making
W4319304622,GIS-based Decision Analysis
W4319304622,Group Decision Making
W4319304622,Transfer Learning
W4319338312,Fuzzy Sets
W4319338312,Intuitionistic Fuzzy Sets
W4319338312,Smart Manufacturing
W4319338312,Subring
W4319733201,Botnet Detection
W4319733201,Community Structure
W4319733201,Intrusion Detection
W4319733201,Social Sensing
W4319733201,Viterbi algorithm
W4319791194,Deep Learning
W4319791194,Managerial economics
W4320035261,Multi-hop Wireless Routing
W4320035261,Routing Techniques
W4320035261,Wireless Energy Harvesting
W4320035261,Wireless Mesh Networks
W4320035261,Wireless Sensor Networks
W4320490631,Generative Adversarial Networks
W4320490631,Representation Learning
W4320490631,Zero-sum game
W4321108604,Air Quality Monitoring
W4321108604,Demand Forecasting
W4321108604,Forecast Combination
W4321108604,Forecasting
W4321108604,Machine Learning
W4321238586,Extreme learning machine
W4321238586,Groundwater Level Forecasting
W4321238586,Hydrological Impacts
W4321238586,Rainfall-Runoff Modeling
W4321238586,Support Vector Machines
W4321249736,Drug Safety Surveillance
W4321249736,Drug Target Identification
W4321352114,Cancer Imaging
W4321352114,Feature Extraction
W4321352114,Image Segmentation
W4321352114,Medical Image Analysis
W4321352114,Medical Imaging
W4321437593,Linear classifier
W4321437593,Outlier Detection
W4321437593,Pattern Recognition
W4321496408,Differential Privacy
W4321496408,Privacy Preservation
W4321496408,Strengths and weaknesses
W4321497407,Deep Learning
W4321497407,Named Entity Recognition
W4321497407,Representation (politics)
W4321497407,Sentiment analysis
W4321497407,Text Mining
W4321497407,Topic Modeling
W4321497407,Word Representation
W4321497407,Word embedding
W4321617535,Group Decision Making
W4321617535,Intuitionistic Fuzzy Sets
W4321617535,MCDM Methods
W4321617535,Operator (biology)
W4321617765,Educational Robotics
W4321617765,Learning Analytics
W4321617765,Programming Education
W4321617771,Computational linguistics
W4321617771,Machine Translation
W4321617771,Multilingual Neural Machine Translation
W4321617771,Neural Machine Translation
W4321617771,Phrase
W4321617771,Statistical Machine Translation
W4321617771,Synchronous context-free grammar
W4321617771,Syntax-based Translation Models
W4321617771,Transfer-based machine translation
W4321618002,Cumulative prospect theory
W4321618002,Fuzzy Logic
W4321618002,Fuzzy Sets
W4321618002,Group Decision Making
W4321618002,Intuitionistic Fuzzy Sets
W4321618002,Multi-criteria Decision Making
W4321769603,Energy Storage Systems
W4321769603,Microgrid
W4321769603,Microgrid Control
W4321769603,Renewable Energy Integration
W4321769603,Smart Grid Applications
W4321769603,System integration
W4321789106,Ball (mathematics)
W4321789106,Degree (music)
W4321789106,Maxima and minima
W4321789106,Robustness (evolution)
W4321789106,Shape Optimization
W4322217101,Causal Discovery
W4322217101,Causal Inference
W4322217101,Causal model
W4322217101,Causal reasoning
W4322217101,Causal structure
W4322217101,Causality (physics)
W4322217101,Identification (biology)
W4322217101,Observational Studies
W4322493038,Intrusion Detection
W4322493038,Security Analysis
W4322493038,Zero (linguistics)
W4322493542,Genetic Algorithms
W4322493542,Global Optimization
W4322493542,Grasshopper
W4322493542,Nature-Inspired Algorithms
W4322493542,Optimization Applications
W4322493542,Optimization algorithm
W4322493542,Particle Swarm Optimization
W4322733148,Defect Detection
W4322733148,Fabric Defect Detection
W4322733148,Feature (linguistics)
W4322733148,Pyramid (geometry)
W4322733148,Surface Characterization
W4322733148,Surface Defect Detection
W4322733148,Thin Film Analysis
W4322739152,Bees algorithm
W4322739152,Global Optimization
W4322739152,Nature-Inspired Algorithms
W4322739152,Optimization Applications
W4322739152,Particle Swarm Optimization
W4322739152,Swarm intelligence
W4322769152,Image Annotation
W4322769152,Image Inpainting
W4322769152,Image Retrieval
W4322769152,Image Synthesis
W4322769152,Leverage (statistics)
W4322769152,Sketch
W4322769152,Texture Synthesis
W4323038324,Broad spectrum
W4323038324,Dynamic Spectrum Access
W4323038324,Opportunistic Spectrum Access
W4323038324,Spectrum Balancing
W4323038324,Spectrum Sensing
W4323038324,Spectrum Sharing
W4323319975,Foreground Segmentation
W4323319975,Graph embedding
W4323319975,Multiple Object Tracking
W4323319975,Representation (politics)
W4323319975,Similarity (geometry)
W4323319975,Spectral Clustering
W4323319975,Spectral Unmixing
W4323319975,Visual Tracking
W4323321928,Defuzzification
W4323321928,Fuzzy Logic Systems
W4323321928,Fuzzy Rule-Based Systems
W4323321928,Genetic Fuzzy Systems
W4323321928,Interval Type-2 Fuzzy Logic
W4323321928,Intuitionistic Fuzzy Sets
W4323851652,Language Modeling
W4323851652,Lexical Database
W4323851652,Lexical definition
W4323851652,Lexical density
W4323851652,Lexical diversity
W4323851652,Lexical semantics
W4323851652,Word Representation
W4323854344,Biclustering
W4323854344,Density-based Clustering
W4323854344,Fuzzy Clustering
W4323854344,Gene chip analysis
W4323854344,Semi-supervised Clustering
W4323854344,Spectral Clustering
W4323923963,Fuzzy Goal Programming
W4323923963,Group Decision Making
W4323923963,Intuitionistic Fuzzy
W4323923963,Intuitionistic Fuzzy Sets
W4323923963,Optimization
W4323924132,Clinical decision making
W4323924132,Three-Way Decisions
W4323929228,Activation function
W4323929228,Click-Through Rate Prediction
W4323929228,Collaborative Filtering
W4323929228,Edge Caching
W4323929228,Regularization (linguistics)
W4323929228,Representation (politics)
W4323929228,User Modeling
W4323980169,Deep Learning
W4323980169,Federated Learning
W4324089017,Agent-Based Modeling
W4324089017,Agent-based model
W4324089017,Crowd Behavior
W4324089017,Crowd Simulation
W4324089017,Visibility
W4324089017,Vision
W4324092563,Ant Colony Optimization
W4324092563,CMA-ES
W4324092563,Constraint Handling
W4324092563,Cuckoo search
W4324092563,Differential Evolution
W4324092563,Feature (linguistics)
W4324092563,Nature-Inspired Algorithms
W4324092563,Particle Swarm Optimization
W4324152529,Fuzzy Cognitive Maps
W4324152529,Group Decision Making
W4324152529,Healthcare Decision Making
W4324152529,Multi-Criteria Analysis
W4324152529,Supplier Selection
W4324325927,Bayesian Inference
W4324325927,Semi-Supervised Learning
W4324355347,Action Recognition
W4324355347,Audio Event Detection
W4324355347,Event Detection
W4324355347,Video Summarization
W4324378992,IoT Security
W4324378992,Profiling (computer programming)
W4327909672,Ant Colony Optimization
W4327909672,Benchmark (surveying)
W4327909672,Constraint Handling
W4327909672,Multi-Objective Optimization
W4327909672,Nature-Inspired Algorithms
W4327909672,Particle Swarm Optimization
W4327909703,Cancer Imaging
W4327909703,Image-Based Diagnosis
W4327909703,Medical Image Analysis
W4327909703,Medical Imaging
W4327909703,Modalities
W4327909703,Overfitting
W4327941714,Chest X-Ray
W4327941714,Chest radiograph
W4327941714,Feature Extraction
W4327941714,Image-Based Diagnosis
W4327941714,Pneumonia Detection
W4327941714,Texture Analysis
W4327947795,Aspect-based Sentiment Analysis
W4327947795,Data cleansing
W4327947795,Emotion Recognition
W4327947795,Implementation
W4327947795,Sentiment Analysis
W4327956269,Benchmark (surveying)
W4327956269,Interest Point Detectors
W4327956269,Object Detection
W4327956269,Object Recognition
W4327956269,Pedestrian detection
W4353083901,Cyber-physical system
W4353083901,Reinforcement Learning
W4360613770,Fuzzy Sets
W4360613770,Intuitionistic Fuzzy
W4360613770,Intuitionistic Fuzzy Sets
W4360613770,Representation (politics)
W4360613770,Similarity (geometry)
W4360613770,Similarity measure
W4360613770,Uncertainty Theory
W4360615597,Production Forecasting
W4360618510,Cross-site scripting
W4360618510,Intrusion Detection
W4360618510,Malicious Code Detection
W4360618510,Network Security
W4360618510,Security Analysis
W4360618510,Security Testing
W4360856932,Artificial Intelligences
W4360860178,Hate Speech
W4360869457,Matrix (chemical analysis)
W4360869457,Matrix norm
W4360869457,Non-negative Matrix Factorization
W4360869457,Nonnegative Tensor Factorization
W4360869666,Islamic Studies
W4360869666,Liturgical Research
W4360869666,Religious Studies
W4360939579,Component (thermodynamics)
W4360939579,Implementation
W4360939579,Phylogenetic Analysis
W4360950022,Optimization
W4360980642,Ant Colony Optimization
W4360980642,Benchmark (surveying)
W4360980642,Hydrodynamic Optimization
W4360980642,Nature-Inspired Algorithms
W4360980642,Optimization Applications
W4360980642,Particle Swarm Optimization
W4360980642,Test suite
W4360980683,Feature Extraction
W4360980683,Key Frame Extraction
W4360980683,Multi-document summarization
W4360980683,Scope (computer science)
W4360980683,Video Summarization
W4360985351,Building Energy Consumption
W4360985351,Carbon footprint
W4360985351,Consumption (sociology)
W4360985351,Energy Consumption
W4360985351,Energy Efficiency
W4360985351,Energy Management
W4360985351,Energy Simulation
W4360985733,Responsibility in AI
W4360985733,Robustness (evolution)
W4361221423,Robustness (evolution)
W4361221423,Signal Processing
W4362475747,Engineering optimization
W4362475747,Firefly Algorithm
W4362475747,Global Optimization
W4362475747,Nature-Inspired Algorithms
W4362475747,Optimization Applications
W4362475747,Optimization algorithm
W4362475747,Search-based software engineering
W4362555628,Agent-Based Modeling
W4362555628,Crowd Behavior
W4362555628,Crowd Simulation
W4362555628,Robustness (evolution)
W4362555628,Simulations
W4362579589,Conceptual graph
W4362579589,Knowledge Graph Embedding
W4362579589,Knowledge graph
W4362579589,Signal Processing on Graphs
W4362670371,Aspect-based Sentiment Analysis
W4362670371,Deep Learning
W4362670371,Deep neural networks
W4362670371,Emotion Recognition
W4362670371,Schema (genetic algorithms)
W4362670371,Sentiment Analysis
W4362670371,Tweaking
W4362724099,Metaheuristics
W4362724099,Nature-Inspired Algorithms
W4362724099,Open research
W4362724099,Optimization Applications
W4362724099,Parallel metaheuristic
W4362735525,Feature (linguistics)
W4362735525,Spine Segmentation
W4362735525,Statistical Shape Models
W4362735525,Vertebrae Detection
W4363648864,Agricultural Robotics
W4363648864,Precision agriculture
W4363648864,Smart Farming
W4363648864,VIKOR method
W4364376005,Action Recognition
W4364376005,Image Captioning
W4364376005,Video Description
W4364376005,Video Summarization
W4364376005,Visual Question Answering
W4365139618,Backtracking
W4365139618,Feature (linguistics)
W4365139618,Global Optimization
W4365139618,Position (finance)
W4365141696,Discriminative model
W4365141696,Feature (linguistics)
W4365141696,Point Clouds
W4365141696,Popularity
W4365145108,Aspect-based Sentiment Analysis
W4365145108,Benchmark (surveying)
W4365145108,Boosting (machine learning)
W4365145108,Emotion Recognition
W4365145108,Ensemble forecasting
W4365145108,Ensemble learning
W4365145108,Gradient boosting
W4365145108,Sentiment Analysis
W4365816810,Ant Colony Optimization
W4365816810,Binary code
W4365816810,Feature Selection
W4365816810,Local Binary Patterns
W4365816810,Memetic algorithm
W4365816810,Nature-Inspired Algorithms
W4365816810,Particle Swarm Optimization
W4366091323,Benchmark (surveying)
W4366091323,Deep Learning
W4366091323,Feature learning
W4366091323,Interpretable Models
W4366091323,Model Interpretability
W4366091323,Transfer Learning
W4366123788,Benchmark (surveying)
W4366123788,Closed captioning
W4366123788,Contextual image classification
W4366123788,Feature Matching
W4366123788,Image Captioning
W4366123788,Image Retrieval
W4366123788,Visual Question Answering
W4366123788,Visual Recognition
W4366248980,Fuzzy Sets
W4366248980,Graph product
W4366248980,Homomorphic encryption
W4366248980,Intuitionistic Fuzzy Sets
W4366248980,Lexicographical order
W4366336804,Machine Translation
W4366336804,Multilingual Neural Machine Translation
W4366336804,Neural Machine Translation
W4366336804,Relationship extraction
W4366336804,Syntax-based Translation Models
W4366392262,Autoencoder
W4366392262,Ensemble Learning
W4366392262,Extreme Learning Machine
W4366392262,Few-Shot Learning
W4366392262,Iterative learning control
W4366392262,Transfer Learning
W4366392262,Unsupervised Learning
W4366400965,Data Integration
W4366400965,Identification (biology)
W4366400965,Predictive Process Monitoring
W4366400965,Process Performance Measurement
W4366400965,Process mining
W4366400965,Scientific literature
W4366400965,TRACE (psycholinguistics)
W4366400965,Workflow Mining
W4366411592,Contrast Enhancement
W4366411592,Distortion (music)
W4366411592,Functional Imaging
W4366411592,Image Fusion
W4366411592,Image Processing
